"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Excavation","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1944.100.52440","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52440","1944.100.52440","http://numismatics.org/ocre/id/ric.4.sa.5d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Jupiter","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 5d","","","","BMC.116.13||RIC IV Severus Alexander 5d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right","P M TR P COS P P","Jupiter, standing front, holding thunderbolt in right hand and vertical spear in left hand","","","6","19.0","2.85","https://numismatics.org/collectionimages/19001949/1944/1944.100.52440.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52440.rev.width175.jpg","2024-05-13T04:56:36Z"
"http://numismatics.org/collection/1944.100.52441","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52441","1944.100.52441","http://numismatics.org/ocre/id/ric.4.sa.5d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Jupiter","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 5d","","","","BMC.116.13||RIC IV Severus Alexander 5d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right","P M TR P COS P P","Jupiter, standing front, holding thunderbolt in right hand and vertical spear in left hand","","","6","18.5","2.93","https://numismatics.org/collectionimages/19001949/1944/1944.100.52441.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52441.rev.width175.jpg","2024-05-13T04:56:37Z"
"http://numismatics.org/collection/1944.100.52442","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52442","1944.100.52442","http://numismatics.org/ocre/id/ric.4.sa.11d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Libertas","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 11d","Reka Devnia Hoard, Bulgaria, 1929","","","BMC.117.21||RIC IV Severus Alexander 11d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right","P M TR [P] COS P P","Libertas, standing left, holding pileus in right hand and cornucopiae in left hand","","","12","18.5","3.18","https://numismatics.org/collectionimages/19001949/1944/1944.100.52442.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52442.rev.width175.jpg","2024-05-13T04:56:39Z"
"http://numismatics.org/collection/1944.100.52444","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52444","1944.100.52444","http://numismatics.org/ocre/id/ric.4.sa.11d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Libertas","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 11d","","","","BMC.117.21||RIC IV Severus Alexander 11d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right","P M TR P COS P P","Libertas, standing front, holding pileus in right hand and cornucopiae in left hand","","","12","19.7","3.31","https://numismatics.org/collectionimages/19001949/1944/1944.100.52444.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52444.rev.width175.jpg","2024-05-13T04:56:41Z"
"http://numismatics.org/collection/1944.100.52445","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52445","1944.100.52445","http://numismatics.org/ocre/id/ric.4.sa.7d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 7d","","","","BMC.117.27||RIC IV Severus Alexander 7d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right, seen from behind","P M TR P COS P P","Mars, standing left, holding branch in right hand and reversed spear in left hand","","","12","20.0","2.23","https://numismatics.org/collectionimages/19001949/1944/1944.100.52445.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52445.rev.width175.jpg","2024-05-13T04:56:42Z"
"http://numismatics.org/collection/1944.100.52446","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52446","1944.100.52446","http://numismatics.org/ocre/id/ric.4.sa.7c","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 7c","","","","BMC.118.28||RIC IV Severus Alexander 7c","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, right, seen from behind","P M TR P COS P P","Mars, standing left, holding branch in right hand and reversed spear in left hand","","","12","19.5","3.03","https://numismatics.org/collectionimages/19001949/1944/1944.100.52446.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52446.rev.width175.jpg","2024-05-13T04:56:43Z"
"http://numismatics.org/collection/1944.100.52447","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52447","1944.100.52447","http://numismatics.org/ocre/id/ric.4.sa.7c","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 7c","","","","BMC.118.28||RIC IV Severus Alexander 7c","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust. laureate, draped, right, seen from behind","P M TR P-COS P P","Mars, standing left, holding branch in right hand and reversed spear in left hand, star in left field","","","7","20.5","2.58","https://numismatics.org/collectionimages/19001949/1944/1944.100.52447.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52447.rev.width175.jpg","2024-05-13T04:56:44Z"
"http://numismatics.org/collection/1944.100.52448","Silver Denarius of Severus Alexander, Rome, 222. 1944.100.52448","1944.100.52448","http://numismatics.org/ocre/id/ric.4.sa.14d","222","222","Severus Alexander","","","Roman Empire","Severan Dynasty","Salus","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 14d","","","","BMC.118.33||RIC IV Severus Alexander 14d","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, cuirassed, right, seen from behind","P M TR P COS P P","Salus, seated left on throne, holding patera in right hand and feeding snake coiled up on altar, left, and leaning on back of chair with left arm","","","7","19.0","2.96","https://numismatics.org/collectionimages/19001949/1944/1944.100.52448.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52448.rev.width175.jpg","2024-05-13T04:56:45Z"
"http://numismatics.org/collection/1944.100.52449","Silver Denarius of Severus Alexander, Rome, 223. 1944.100.52449","1944.100.52449","http://numismatics.org/ocre/id/ric.4.sa.19","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Jupiter","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 19","","","","BMC.122.87||RIC IV Severus Alexander 19","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, right","P M TR P II COS P P","Jupiter, standing front, holding thunderbolt in right hand and vertical spear in left hand","","","6","19.5","2.94","https://numismatics.org/collectionimages/19001949/1944/1944.100.52449.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52449.rev.width175.jpg","2024-05-13T04:56:46Z"
"http://numismatics.org/collection/1944.100.52450","Silver Denarius of Severus Alexander, Rome, 223. 1944.100.52450","1944.100.52450","http://numismatics.org/ocre/id/ric.4.sa.19","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Jupiter","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 19","","","","BMC.122.87||RIC IV Severus Alexander 19","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust laureate, draped, right","P M TR P II COS P P","Jupiter, standing front, holding thunderbolt in right hand and vertical spear in left hand","","","12","20.0","3.28","https://numismatics.org/collectionimages/19001949/1944/1944.100.52450.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52450.rev.width175.jpg","2024-05-13T04:56:48Z"
"http://numismatics.org/collection/1944.100.52451","Silver Quinarius of Severus Alexander, Rome, 223. 1944.100.52451","1944.100.52451","http://numismatics.org/ocre/id/ric.4.sa.20","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Jupiter","Severus Alexander","Quinarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 20","","","","BMC.122.90||RIC IV Severus Alexander 20","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, right","P M TR P II COS P P","Jupiter standing front, holding thunderbolt in right and vertical spear in left","","","6","4.5","1.08","https://numismatics.org/collectionimages/19001949/1944/1944.100.52451.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52451.rev.width175.jpg","2024-05-13T04:56:49Z"
"http://numismatics.org/collection/1944.100.52452","Silver Denarius of Severus Alexander, Rome, 223. 1944.100.52452","1944.100.52452","http://numismatics.org/ocre/id/ric.4.sa.23","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 23","","","","BMC.123.92||RIC IV Severus Alexander 23","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, right","P M TR P II COS P P","Mars, standing front, holding branch in right and vertical spear in left","","","12","20.0","3.19","https://numismatics.org/collectionimages/19001949/1944/1944.100.52452.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52452.rev.width175.jpg","2024-05-13T04:56:50Z"
"http://numismatics.org/collection/1944.100.52453","Silver Denarius of Severus Alexander, Rome, 223. 1944.100.52453","1944.100.52453","http://numismatics.org/ocre/id/ric.4.sa.23","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 23","","","","BMC.123.92||RIC IV Severus Alexander 23","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAN[D] AVG","Bust, laureate, draped, right","P M T[R] P II COS P P","Mars, standing front, holding branch in right and vertical spear in left","","","12","19.0","2.95","https://numismatics.org/collectionimages/19001949/1944/1944.100.52453.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52453.rev.width175.jpg","2024-05-13T04:56:51Z"
"http://numismatics.org/collection/1944.100.52454","Silver Denarius of Severus Alexander, Rome, 223. 1944.100.52454","1944.100.52454","http://numismatics.org/ocre/id/ric.4.sa.23","223","223","Severus Alexander","","","Roman Empire","Severan Dynasty","Mars","Severus Alexander","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Severus Alexander 23","Reka Devnia Hoard, Bulgaria, 1929","","","BMC.123.92||RIC IV Severus Alexander 23","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP C M AVR SEV ALEXAND AVG","Bust, laureate, draped, right, seen from behind","P M TR P II COS P P","Mars, standing left, holding branch in right and spear pointing downward in left","","","12","20.0","3.39","https://numismatics.org/collectionimages/19001949/1944/1944.100.52454.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.52454.rev.width175.jpg","2024-05-13T04:56:52Z"
