"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Excavation","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1944.100.49542","Bronze Dupondius of Marcus Aurelius, Rome, 161–176. 1944.100.49542","1944.100.49542","http://numismatics.org/ocre/id/ric.3.m_aur.1666","161","176","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus||Faustina II||Antoninus","Dupondius||As","Roman","Coin","","","","","Struck","Bronze","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 1666","","","","BMC.991n||RIC III Marcus Aurelius 1666","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","FAVSTINA AVGVSTA","Bust of Faustina II, draped, right, with hair elaborately waved in nearly horizontal lines and fastened in a chignon at back of head: round head, a stephane( or diadem).","SACVLI FELICIT/ S - C, left and right,in field.","Throne(pulvinar) draped and ornamented, on which are two baby boys, seated face-to face(but no stars over their heads).","","","6","25.0","9.99","https://numismatics.org/collectionimages/19001949/1944/1944.100.49542.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49542.rev.width175.jpg","2024-05-13T04:11:23Z"
"http://numismatics.org/collection/1944.100.49543","Bronze Dupondius of Marcus Aurelius, Rome, 161–176. 1944.100.49543","1944.100.49543","http://numismatics.org/ocre/id/ric.3.m_aur.1666","161","176","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus||Faustina II||Antoninus","Dupondius||As","Roman","Coin","","","","","Struck","Bronze","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 1666","","","","BMC.991n||RIC III Marcus Aurelius 1666","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","FAVSTINA AVGVSTA","Bust of Faustina II, draped, right, with hair elaborately waved in nearly horizontal lines and fastened in a chignon at back of head: round head, a stephane( or diadem).","SACVLI FELICIT/ S - C, left and right,in field.","Throne(pulvinar) draped and ornamented, on which are two baby boys, seated face-to face(but no stars over their heads).","","","6","25.0","11.15","https://numismatics.org/collectionimages/19001949/1944/1944.100.49543.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49543.rev.width175.jpg","2024-05-13T04:11:24Z"
"http://numismatics.org/collection/1944.100.49639","Silver Denarius of Marcus Aurelius, Rome, 172–175. 1944.100.49639","1944.100.49639","http://numismatics.org/ocre/id/ric.3.m_aur.601","172","175","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 601","","","","BMC.640||RIC III Marcus Aurelius 601","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","COMMODO CAES AVG FIL GERM","head draped, right","PRINC IVVENT","Commodus standing, left holding branch and vertical sceptre, to right trophy, shield, bow, and bowcase","","","6","","3.59","https://numismatics.org/collectionimages/19001949/1944/1944.100.49639.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49639.rev.width175.jpg","2024-05-13T04:13:14Z"
"http://numismatics.org/collection/1944.100.49640","Silver Denarius of Marcus Aurelius, Rome, 175–176. 1944.100.49640","1944.100.49640","http://numismatics.org/ocre/id/ric.3.m_aur.606","175","176","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 606","","","","BMC.642||RIC III Marcus Aurelius 606","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","COMMODO CAES AVG FIL GERM SARM","bust draped, right","DE GERMANIS","Trophy with two captives seated, at foot","","","12","","3.53","https://numismatics.org/collectionimages/19001949/1944/1944.100.49640.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49640.rev.width175.jpg","2024-05-13T04:13:16Z"
"http://numismatics.org/collection/1944.100.49641","Silver Denarius of Marcus Aurelius, Rome, 175–176. 1944.100.49641","1944.100.49641","http://numismatics.org/ocre/id/ric.3.m_aur.611","175","176","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","Hilaritas","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 611","","","","BMC.644||RIC III Marcus Aurelius 611","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","COMMODO CAES AVG FIL GERM SARM","bust draped, cuirassed, right","HILARITAS","Hilaritas standing, front, holding long palm and cornucopiae","","","11","","3.37","https://numismatics.org/collectionimages/19001949/1944/1944.100.49641.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49641.rev.width175.jpg","2024-05-13T04:13:17Z"
"http://numismatics.org/collection/1944.100.49642","Silver Denarius of Marcus Aurelius, Rome, 175–176. 1944.100.49642","1944.100.49642","http://numismatics.org/ocre/id/ric.3.m_aur.616","175","176","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 616","","","","BMC.649||RIC III Marcus Aurelius 616","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","COMMODO CAES AVG FIL GERM SARM","bust draped, cuirassed, right","PRINC IVVENT","Commodus standing, front, holding branch and sceptre; trophy to right","","","12","","3.35","https://numismatics.org/collectionimages/19001949/1944/1944.100.49642.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49642.rev.width175.jpg","2024-05-13T04:13:19Z"
"http://numismatics.org/collection/1944.100.49643","Silver Denarius of Marcus Aurelius, Rome, 177–178. 1944.100.49643","1944.100.49643","http://numismatics.org/ocre/id/ric.3.m_aur.649","177","178","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","Salus","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 649","","","","BMC.778n||RIC III Marcus Aurelius 649","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","head laureate,, right","TR P III IMP II COS PP","Salus seated, left holding branch over snake left","","","6","","2.6","https://numismatics.org/collectionimages/19001949/1944/1944.100.49643.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49643.rev.width175.jpg","2024-05-13T04:13:20Z"
"http://numismatics.org/collection/1944.100.49644","Silver Denarius of Marcus Aurelius, Rome, 179. 1944.100.49644","1944.100.49644","http://numismatics.org/ocre/id/ric.3.m_aur.657","179","179","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","Salus","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 657","","","","BMC.794||RIC III Marcus Aurelius 657","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","head laureate, right","TR P IIII IMP II COS II PP","Salus seated, left holding branch over snake left","","","6","","3.17","https://numismatics.org/collectionimages/19001949/1944/1944.100.49644.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49644.rev.width175.jpg","2024-05-13T04:13:21Z"
"http://numismatics.org/collection/1944.100.49645","Silver Denarius of Marcus Aurelius, Rome, 179. 1944.100.49645","1944.100.49645","http://numismatics.org/ocre/id/ric.3.m_aur.665","179","179","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","Victory","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 665","","","","BMC.800||RIC III Marcus Aurelius 665","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","head laureate, right","TR P IIII IMP III COS II PP","Victory advancing left holding wreath and palm","","","5","","3.0","https://numismatics.org/collectionimages/19001949/1944/1944.100.49645.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49645.rev.width175.jpg","2024-05-13T04:13:22Z"
"http://numismatics.org/collection/1944.100.49646","Silver Denarius of Marcus Aurelius, Rome, 179. 1944.100.49646","1944.100.49646","http://numismatics.org/ocre/id/ric.3.m_aur.666","179","179","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","Victory","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 666","","","","BMC.801||RIC III Marcus Aurelius 666","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","head laureate, right","TR P IIII IMP III COS II PP","Victory seated, left holding wreath and palm","","","12","","3.63","https://numismatics.org/collectionimages/19001949/1944/1944.100.49646.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49646.rev.width175.jpg","2024-05-13T04:13:23Z"
"http://numismatics.org/collection/1944.100.49647","Silver Denarius of Commodus, Rome, 179–180. 1944.100.49647","1944.100.49647","http://numismatics.org/ocre/id/ric.3.com.2","179","180","Commodus","","","Roman Empire","Nerva-Antonine Dynasty","Fortuna","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Commodus 2","","","","BMC.810||RIC III Commodus 2","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","bust laureate, draped, right","TR P V IMP III COS II PP","Fortuna seated, left holding rudder and cornucopiae, wheel under seat","","","6","","3.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.49647.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49647.rev.width175.jpg","2024-05-13T04:13:24Z"
"http://numismatics.org/collection/1944.100.49648","Silver Denarius of Commodus, Rome, 179–180. 1944.100.49648","1944.100.49648","http://numismatics.org/ocre/id/ric.3.com.2","179","180","Commodus","","","Roman Empire","Nerva-Antonine Dynasty","Fortuna","Commodus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Commodus 2","","","","BMC.810||RIC III Commodus 2","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS AVG","bust laureate, draped, right","TR P V IMP III COS II PP","Fortuna seated, left holding rudder and cornucopiae, wheel under seat","","","6","","2.93","https://numismatics.org/collectionimages/19001949/1944/1944.100.49648.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49648.rev.width175.jpg","2024-05-13T04:13:25Z"
"http://numismatics.org/collection/1944.100.49649","Bronze Sestertius of Marcus Aurelius, Rome, 172–173. 1944.100.49649","1944.100.49649","http://numismatics.org/ocre/id/ric.3.m_aur.1518","172","173","Marcus Aurelius","","","Roman Empire","Nerva-Antonine Dynasty","","Commodus","Sestertius","Roman","Coin","","","","","Struck","Bronze","","Rome","","","Latium||Italy","RIC III Marcus Aurelius 1518","","","","BMC.1518||RIC III Marcus Aurelius 1518","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","L AVREL COMMODVS CAES AVG FIL GERM","Bust draped, cuirassed, right","PRINC IVVENT","Commodus standing, front, holding branch and sceptre, trophy right","","","6","","25.15","https://numismatics.org/collectionimages/19001949/1944/1944.100.49649.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.49649.rev.width175.jpg","2024-05-13T04:13:26Z"
