"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1944.100.54821","Gold Solidus of Theodosius II, Constantinople, 430–440. 1944.100.54821","1944.100.54821","http://numismatics.org/ocre/id/ric.10.theo_ii_e.257","430","440","Theodosius II","","","Roman Empire","Theodosian Dynasty","Constantinopolis","Theodosius II","Solidus","Roman","Coin","","","","","Struck","Gold","","Constantinople","","","Thrace","RIC X Theodosius II (East) 257","","","RIC X Theodosius II (East) 257","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust facing helmeted cuirassed holding spear and shield","VOT XXX MVLT XXXX","Constantinopolis seated left holding cross on globe, shield and spear to right, prow left","","","6","20.5","4.476","https://numismatics.org/collectionimages/19001949/1944/1944.100.54821.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54821.rev.width175.jpg","2024-05-13T05:30:26Z"
"http://numismatics.org/collection/1944.100.54822","Gold Solidus of Theodosius II, Constantinople, 430–440. 1944.100.54822","1944.100.54822","http://numismatics.org/ocre/id/ric.10.theo_ii_e.257","430","440","Theodosius II","","","Roman Empire","Theodosian Dynasty","Constantinopolis","Theodosius II","Solidus","Roman","Coin","","","","","Struck","Gold","","Constantinople","","","Thrace","RIC X Theodosius II (East) 257","","","RIC X Theodosius II (East) 257","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust facing helmeted cuirassed holding spear and shield","VOT XXX MVLT XXXX","Constantinopolis seated left holding cross on globe, shield and spear to right, prow left","","","6","20.5","4.47","https://numismatics.org/collectionimages/19001949/1944/1944.100.54822.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54822.rev.width175.jpg","2024-05-13T05:30:27Z"
"http://numismatics.org/collection/1944.100.54823","Gold Solidus of Theodosius II, Constantinople, 425–429. 1944.100.54823","1944.100.54823","http://numismatics.org/ocre/id/ric.10.theo_ii_e.237","425","429","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Valentinian III","Solidus","Roman","Coin","","","","","Struck","Gold","","Constantinople","","","Thrace","RIC X Theodosius II (East) 237","","","RIC X Theodosius II (East) 237","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust facing helmeted cuirassed holding spear and shield","SALVS REI PVBLICAE","Two figures nimbate standing facing each holding a cross with a star above and between them","","","6","21.5","4.453","https://numismatics.org/collectionimages/19001949/1944/1944.100.54823.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54823.rev.width175.jpg","2024-05-13T05:30:28Z"
"http://numismatics.org/collection/1944.100.54824","Bronze AE3 of Theodosius II, Constantinople, 408–423. 1944.100.54824","1944.100.54824","http://numismatics.org/ocre/id/ric.10.theo_ii_e.410","408","423","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Honorius","AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC X Theodosius II (East) 410","","","RIC X Theodosius II (East) 410","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","[D N] THEODOSIVS P F [AVG]","Bust diademed draped cuirassed right star in left field","GLOR[I-A ROM]A-NORVM","Two figures standing supporting globe between them","","","6","14.0","1.52","https://numismatics.org/collectionimages/19001949/1944/1944.100.54824.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54824.rev.width175.jpg","2024-05-13T05:30:29Z"
"http://numismatics.org/collection/1944.100.54825","Bronze AE3 of Theodosius II, Constantinople, 408–423. 1944.100.54825","1944.100.54825","http://numismatics.org/ocre/id/ric.10.theo_ii_e.410","408","423","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Honorius","AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC X Theodosius II (East) 410","","","RIC X Theodosius II (East) 410","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO[SIVS P F AVG]","Bust diademed draped cuirassed right star in left field","GLORIA [ ]","Two figures standing","","","12","14.0","1.435","https://numismatics.org/collectionimages/19001949/1944/1944.100.54825.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54825.rev.width175.jpg","2024-05-13T05:30:30Z"
"http://numismatics.org/collection/1944.100.54826","Gold Solidus of Theodosius II, Thessalonica, 424–425. 1944.100.54826","1944.100.54826","http://numismatics.org/ocre/id/ric.10.theo_ii_e.362","424","425","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Solidus","Roman","Coin","","","","","Struck","Gold","","Thessalonica","","","Bisaltian District||Macedonia","RIC X Theodosius II (East) 362","","","RIC X Theodosius II (East) 362","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust facing helmeted cuirassed holding spear and shield","GLOR ORVIS TERRAR","Emperor standing facing, holding standard and cross on globe","","","6","19.5","4.299","https://numismatics.org/collectionimages/19001949/1944/1944.100.54826.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54826.rev.width175.jpg","2024-05-13T05:30:31Z"
"http://numismatics.org/collection/1944.100.54827","Bronze AE3 of Theodosius II, Thessalonica, 408–423. 1944.100.54827","1944.100.54827","http://numismatics.org/ocre/id/ric.10.theo_ii_e.396","408","423","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Honorius","AE3","Roman","Coin","","","","","Struck","Bronze","","Thessalonica","","","Bisaltian District||Macedonia","RIC X Theodosius II (East) 396","","","RIC X Theodosius II (East) 396","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right star in left field","GLORIA [ ]","two figures standing resting inner hand on shield","","","6","13.0","1.524","https://numismatics.org/collectionimages/19001949/1944/1944.100.54827.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54827.rev.width175.jpg","2024-05-13T05:30:32Z"
"http://numismatics.org/collection/1944.100.54828","Bronze AE3 of Theodosius II, Thessalonica, 408–423. 1944.100.54828","1944.100.54828","http://numismatics.org/ocre/id/ric.10.theo_ii_e.396","408","423","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Honorius","AE3","Roman","Coin","","","","","Struck","Bronze","","Thessalonica","","","Bisaltian District||Macedonia","RIC X Theodosius II (East) 396","","","RIC X Theodosius II (East) 396","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N T[HEOD]OSIVS P F AVG","Bust diademed draped cuirassed right star in left field","GLORIA - ROMA-NO[RVM]","two figures standing resting inner hand on shield","","","6","14.5","1.929","https://numismatics.org/collectionimages/19001949/1944/1944.100.54828.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54828.rev.width175.jpg","2024-05-13T05:30:33Z"
"http://numismatics.org/collection/1944.100.54829","Bronze AE3 of Theodosius II, Cyzicus, 408–423. 1944.100.54829","1944.100.54829","http://numismatics.org/ocre/id/ric.10.theo_ii_e.404","408","423","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II||Honorius","AE3","Roman","Coin","","","","","Struck","Bronze","","Cyzicus","","","Mysia","RIC X Theodosius II (East) 404","","","RIC X Theodosius II (East) 404","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right star in left field","GLORI-A ROMA-NORVM","two figures standing inner hand on shield","","","7","15.5","2.284","https://numismatics.org/collectionimages/19001949/1944/1944.100.54829.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54829.rev.width175.jpg","2024-05-13T05:30:34Z"
"http://numismatics.org/collection/1944.100.54830","Silver Siliqua of Theodosius II, Constantinople, 420–429. 1944.100.54830","1944.100.54830","http://numismatics.org/ocre/id/ric.10.theo_ii_e.381","420","429","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Siliqua","Roman","Coin","","","","","Struck","Silver","","Constantinople","","","Thrace","RIC X Theodosius II (East) 381","","","RIC X Theodosius II (East) 381","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right","VOT XX MVLT XXX","legend within wreath","","","6","15.0","1.393","https://numismatics.org/collectionimages/19001949/1944/1944.100.54830.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54830.rev.width175.jpg","2024-05-13T05:30:36Z"
"http://numismatics.org/collection/1944.100.54831","Silver Siliqua of Theodosius II, Constantinople, 408–450. 1944.100.54831","1944.100.54831","http://numismatics.org/ocre/id/ric.10.theo_ii_e.389","408","450","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Siliqua","Roman","Coin","","","","","Struck","Silver","","Constantinople","","","Thrace","RIC X Theodosius II (East) 389","","","RIC X Theodosius II (East) 389","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right","VOT MVLT XXXX","legend within wreath","","","10","18.0","1.628","https://numismatics.org/collectionimages/19001949/1944/1944.100.54831.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54831.rev.width175.jpg","2024-05-13T05:30:37Z"
"http://numismatics.org/collection/1944.100.54832","Silver Siliqua of Theodosius II, Constantinople, 438–450. 1944.100.54832","1944.100.54832","http://numismatics.org/ocre/id/ric.10.theo_ii_e.389","438","450","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Siliqua","Roman","Coin","","","","","Struck","Silver","","Constantinople","","","Thrace","RIC X Theodosius II (East) 389","","","RIC X Theodosius II (East) 389","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right","VOT MVLT XXXX","legend within wreath","","","12","17.5","1.483","https://numismatics.org/collectionimages/19001949/1944/1944.100.54832.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54832.rev.width175.jpg","2024-05-13T05:30:38Z"
"http://numismatics.org/collection/1944.100.54833","Silver Siliqua of Theodosius II, Constantinople, 438–450. 1944.100.54833","1944.100.54833","http://numismatics.org/ocre/id/ric.10.theo_ii_e.389","438","450","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Siliqua","Roman","Coin","","","","","Struck","Silver","","Constantinople","","","Thrace","RIC X Theodosius II (East) 389","","","RIC X Theodosius II (East) 389","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right","VOT MVLT XXXX","legend within wreath","","","12","16.5","1.437","https://numismatics.org/collectionimages/19001949/1944/1944.100.54833.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54833.rev.width175.jpg","2024-05-13T05:30:39Z"
"http://numismatics.org/collection/1944.100.54834","Silver Siliqua of Theodosius II, Constantinople, 408–450. 1944.100.54834","1944.100.54834","http://numismatics.org/ocre/id/ric.10.theo_ii_e.389","408","450","Theodosius II","","","Roman Empire","Theodosian Dynasty","","Theodosius II","Siliqua","Roman","Coin","","","","","Struck","Silver","","Constantinople","","","Thrace","RIC X Theodosius II (East) 389","","","RIC X Theodosius II (East) 389","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODOSIVS P F AVG","Bust diademed draped cuirassed right","VOT MVLT XXXX","legend within wreath","","","6","18.5","1.482","https://numismatics.org/collectionimages/19001949/1944/1944.100.54834.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.54834.rev.width175.jpg","2024-05-13T05:30:40Z"
