"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1944.100.25666","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25666","1944.100.25666","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship. Victory seated at helm.","","","12","22.5","6.46","https://numismatics.org/collectionimages/19001949/1944/1944.100.25666.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25666.rev.width175.jpg","2024-05-15T01:24:19Z"
"http://numismatics.org/collection/1944.100.25668","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25668","1944.100.25668","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship. Victory seated at helm.","","","6","22.0","4.36","https://numismatics.org/collectionimages/19001949/1944/1944.100.25668.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25668.rev.width175.jpg","2024-05-15T01:24:21Z"
"http://numismatics.org/collection/1944.100.25670","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25670","1944.100.25670","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship. Victory seated at helm.","","","12","22.0","5.06","https://numismatics.org/collectionimages/19001949/1944/1944.100.25670.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25670.rev.width175.jpg","2024-05-15T01:24:24Z"
"http://numismatics.org/collection/1944.100.25671","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25671","1944.100.25671","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship. Victory seated at helm.","","","6","21.5","5.81","https://numismatics.org/collectionimages/19001949/1944/1944.100.25671.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25671.rev.width175.jpg","2024-05-15T01:24:25Z"
"http://numismatics.org/collection/1944.100.25672","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25672","1944.100.25672","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORV[M]","Emperor standing facing, on ship. Victory seated at helm.","","","12","22.0","5.75","https://numismatics.org/collectionimages/19001949/1944/1944.100.25672.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25672.rev.width175.jpg","2024-05-15T01:24:26Z"
"http://numismatics.org/collection/1944.100.25676","Bronze AE2 of Theodosius I, Constantinople, 378–383. 1944.100.25676","1944.100.25676","http://numismatics.org/ocre/id/ric.9.cnp.52C","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 52C","","","RIC IX Constantinople 52C","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped cuirassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing on ship Victory seated at helm","","","6","22.5","5.31","https://numismatics.org/collectionimages/19001949/1944/1944.100.25676.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25676.rev.width175.jpg","2024-05-15T01:24:30Z"
"http://numismatics.org/collection/1944.100.25686","Bronze AE3 of Theodosius I, Constantinople, 378–383. 1944.100.25686","1944.100.25686","http://numismatics.org/ocre/id/ric.9.cnp.57D","378","383","Theodosius I","","","Roman Empire","Theodosian Dynasty","Constantinopolis","Theodosius I","AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 57D","","","RIC IX Constantinople 57D","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIV[S P F AVG]","Bust pearl-diademed draped cuirassed right","CONCOR-DIA AVGGG","Constantinopolis helmeted seated head right, holding globe and spear","","","6","16.0","2.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.25686.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25686.rev.width175.jpg","2024-05-15T01:24:42Z"
"http://numismatics.org/collection/1944.100.25692","Gold Tremissis of Theodosius I, Constantinople, 383–388. 1944.100.25692","1944.100.25692","http://numismatics.org/ocre/id/ric.9.cnp.75B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","Tremissis","Roman","Coin","","","","","Struck","Gold","","Constantinople","","","Thrace","RIC IX Constantinople 75B","","","RIC IX Constantinople 75B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust pearl-diademed draped curiassed right","VICTOR-IA - AVGVSTORVM","Victory advancing right holding wreath and cross on globe.","","","6","15.0","1.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.25692.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25692.rev.width175.jpg","2024-05-15T01:24:49Z"
"http://numismatics.org/collection/1944.100.25696","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25696","1944.100.25696","http://numismatics.org/ocre/id/ric.9.cnp.79B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 79B","","","RIC IX Constantinople 79B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped curiassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship, raising right hand. Victory seated right at helm","","","6","23.0","5.58","https://numismatics.org/collectionimages/19001949/1944/1944.100.25696.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25696.rev.width175.jpg","2024-05-15T01:24:53Z"
"http://numismatics.org/collection/1944.100.25698","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25698","1944.100.25698","http://numismatics.org/ocre/id/ric.9.cnp.79B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 79B","","","RIC IX Constantinople 79B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped curiassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship, raising right hand. Victory seated right at helm","","","6","21.0","5.46","https://numismatics.org/collectionimages/19001949/1944/1944.100.25698.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25698.rev.width175.jpg","2024-05-15T01:24:55Z"
"http://numismatics.org/collection/1944.100.25700","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25700","1944.100.25700","http://numismatics.org/ocre/id/ric.9.cnp.79B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","Victory","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 79B","","","RIC IX Constantinople 79B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust helmeted with pearl diadem draped curiassed right holding spear and shield in front","GLORIA RO-MANORVM","Emperor standing facing, on ship, raising right hand. Victory seated right at helm","","","12","20.5","5.12","https://numismatics.org/collectionimages/19001949/1944/1944.100.25700.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25700.rev.width175.jpg","2024-05-15T01:24:59Z"
"http://numismatics.org/collection/1944.100.25708","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25708","1944.100.25708","http://numismatics.org/ocre/id/ric.9.cnp.83B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 83B","","","RIC IX Constantinople 83B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust pearl-diademed draped curiassed right","VIRTVS E-XERCITI","Emperor standing right holding standard and globe, left foot on captive","","","6","20.5","4.04","https://numismatics.org/collectionimages/19001949/1944/1944.100.25708.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25708.rev.width175.jpg","2024-05-15T01:25:06Z"
"http://numismatics.org/collection/1944.100.25710","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25710","1944.100.25710","http://numismatics.org/ocre/id/ric.9.cnp.83B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 83B","","","RIC IX Constantinople 83B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-SIVS P F AVG","Bust pearl-diademed draped curiassed right","VIRTVS E-XERCITI","Emperor standing right holding standard and globe, left foot on captive","","","6","22.5","5.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.25710.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25710.rev.width175.jpg","2024-05-15T01:25:09Z"
"http://numismatics.org/collection/1944.100.25712","Bronze AE2 of Theodosius I, Constantinople, 383–388. 1944.100.25712","1944.100.25712","http://numismatics.org/ocre/id/ric.9.cnp.83B","383","388","Theodosius I","","","Roman Empire","Theodosian Dynasty","","Theodosius I","AE2","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC IX Constantinople 83B","","","RIC IX Constantinople 83B","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","D N THEODO-[SIVS] P F AVG","Bust pearl-diademed draped curiassed right","VIRTVS E-XERCITI","Emperor standing right holding standard and globe, left foot on captive","","","12","22.0","5.62","https://numismatics.org/collectionimages/19001949/1944/1944.100.25712.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.25712.rev.width175.jpg","2024-05-15T01:25:11Z"
